frame_index,timestamp_ms,pose_detected,visible_score,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,left_elbow_angle,right_elbow_angle,torso_angle,shoulder_tilt,hip_tilt,body_center_x,body_center_y,body_height_norm,left_wrist_to_hip_y,right_wrist_to_hip_y,wrist_distance_norm,ankle_distance_norm,min_knee_angle,min_hip_angle,max_hip_angle,hip_center_y,knee_center_y,shoulder_center_y,wrist_center_y,hip_knee_depth,wrist_above_shoulder,hip_width,knee_width,ankle_width,min_elbow_angle,max_elbow_angle,left_wrist_above_shoulder,right_wrist_above_shoulder,action,phase,rep_count,feedback_codes,feedback_texts,stand_hip_center_y,hip_drop,hip_motion_tolerance,hip_drop_min,raw_phase,stable_phase,frames_in_phase,last_rep_time_ms,bottom_seen,bottom_depth_met,stand_seen,extension_seen,extension_pending,selected_hip_angle,selected_elbow_angle,just_completed_rep,confirmation_frames,rep_cooldown_ms,sensitivity,config_name,wrist_to_hip,carrying_score,motion_detected,stationary_ms,stroke_count,elbow_angle_mean,phase_duration_ms,pull_count,wrist_height_mean,wrist_asymmetry,knee_angle_mean
1,33,1,0.7437457498162985,167.71620037942915,156.58258163538068,164.3824775640565,144.74342081256245,91.79209147151107,71.85432169690091,-8.045676211348692,0.008553951978683472,-0.003986001014709473,0.6877648234367371,0.44033100455999374,0.595143511891365,-0.2672843337059021,-0.276096373796463,0.05577584089695254,0.04549873989484943,156.58258163538068,144.74342081256245,164.3824775640565,0.5711884498596191,0.7464295625686646,0.30947355926036835,0.2994980961084366,-0.1752411127090454,0.009975463151931763,0.029407918453216553,0.010253190994262695,0.002938985824584961,71.85432169690091,91.79209147151107,-0.000700533390045166,0.02065145969390869,skierg,unknown,0,,,,,,,unknown,unknown,1,,,,,,,,,,,,medium,skierg_default,,,,,,,,0,0.2994980961084366,0.012798041105270386,162.14939100740492
2,67,1,0.743741724640131,167.52919842624846,156.5770972082293,164.44352628283403,143.7396742375475,91.4061724032366,72.83516798020058,-7.949614367875067,0.00871089580804528,-0.003911665386481813,0.6881766172444829,0.4404049036754568,0.5951467794522005,-0.26750964787116227,-0.274007448052101,0.05288675422755987,0.045126346596723196,156.5770972082293,143.7396742375475,164.44352628283403,0.5711840274537585,0.7465123258704313,0.30962577989715495,0.3004254794921269,-0.17532829841667275,0.009200300405028061,0.029248291635786582,0.010377580931833823,0.0030418920146801525,72.83516798020058,91.4061724032366,-0.0003598802827048432,0.018760481092760913,skierg,unknown,0,,,,,,,unknown,unknown,1,,,,,,,,,,,,medium,skierg_default,,,,,,,,0,0.30042547949212695,0.01040946556742045,162.05314781723888
3,100,1,0.7415846064686775,167.34562307232528,157.16605808166997,165.350137608976,143.0568005967304,89.8877244638542,75.42201151813333,-7.794416232297354,0.008886336515836403,-0.0038228659581875336,0.6885951090405767,0.4404518292603778,0.5954902911122675,-0.27137788838376603,-0.2748074073283502,0.04936828271465717,0.04433224471453131,157.16605808166997,143.0568005967304,165.350137608976,0.5711998858196305,0.746622356342892,0.3097037727011251,0.2981072379635724,-0.17542247052326143,0.011596534737552677,0.02726422781198489,0.009697939300220006,0.002882226819555737,75.42201151813333,89.8877244638542,0.003527174028248601,0.01966589544685668,skierg,unknown,0,,,,,,,unknown,unknown,1,,,,,,,,,,,,medium,skierg_default,,,,,,,,0,0.2981072379635724,0.007252384902771691,162.25584057699763
4,133,1,0.7417858857661486,167.27857780741846,157.7736178906007,166.26687453448548,142.04123514233171,89.70539556492764,78.19110447233922,-7.674230877967513,0.009787258967439446,-0.003620885142912296,0.6886135267007147,0.44020912383493466,0.5963925370364034,-0.2861936437642168,-0.2857981135844728,0.045838676665804434,0.04337864137043979,157.7736178906007,142.04123514233171,166.26687453448548,0.5711224048271635,0.7466205848983306,0.30929584284270584,0.2851265261528187,-0.17549818007116713,0.024169316689887144,0.025533149295946897,0.008423496440729499,0.002620138973619798,78.19110447233922,89.70539556492764,0.017663009724583328,0.03067562365519107,skierg,unknown,0,,,,,,,return,unknown,1,,,,,,,,,,,,medium,skierg_default,,,,,,,,0,0.28512652615281864,0.003225354963168281,162.52609784900957
5,167,1,0.7403663452714682,167.28207790452112,158.6146484047106,167.19680091872254,141.84198392860912,91.12180300966754,79.53055120636088,-7.515814787236105,0.010811643502183454,-0.003439911360540297,0.6884878960580207,0.4399349851287253,0.5975425513766429,-0.30361437733273017,-0.2994369219421309,0.04848004624113803,0.042449818250933094,158.6146484047106,141.84198392860912,167.19680091872254,0.5710579509427957,0.7465012132641183,0.3088120193146551,0.26953230130536515,-0.17544326232132268,0.03927971800928992,0.02334904588336782,0.006848587473459898,0.0021105683460040077,79.53055120636088,91.12180300966754,0.03424266827322769,0.0443167677453522,skierg,unknown,0,,,,,,,top,unknown,1,,,,,,,,,,,,medium,skierg_default,,,,,,,,0,0.2695323013053651,0.0007375440300589342,162.94836315461586
6,200,1,0.7356538996100426,167.1679084149985,159.40184550580778,168.06994780347998,142.7498095340502,92.62181464664641,79.80563643022916,-7.433178496434006,0.01177445380716711,-0.0033428991766223316,0.6886954544100209,0.4396915047706927,0.5989850283742907,-0.3180173405305315,-0.3068420500711933,0.056229739722166903,0.041718326212157396,159.40184550580778,142.7498095340502,168.06994780347998,0.5710329728561965,0.7463450233041102,0.30835003668518873,0.25860327755533413,-0.17531205044791376,0.0497467591298546,0.02059809299597695,0.00440134660977661,0.001222637488750689,79.80563643022916,92.62181464664641,0.04777572786762895,0.0517177903920802,skierg,unknown,0,,,,,,,top,unknown,2,,,,,,,,,,,,medium,skierg_default,,,,,,,,0,0.2586032775553342,0.0078323912827159,163.28487696040315
7,233,1,0.7333098277449608,166.88436792286242,159.774166491492,168.92584129379856,143.21744475565714,94.70691313837327,80.42502833656233,-7.386421319993942,0.012848395878014798,-0.0032094736830846553,0.6889260241684017,0.4392219162783766,0.6006452636806064,-0.3304961621601018,-0.3177191538565111,0.057667342744411224,0.041182256309443964,159.774166491492,143.21744475565714,168.92584129379856,0.570877486404243,0.7461258704496816,0.3075663461525102,0.24676982839593653,-0.17524838404543863,0.06079651775657369,0.017914174834185864,0.0019734724573845655,0.0004346986623655714,80.42502833656233,94.70691313837327,0.05915608712781928,0.06243694838532809,skierg,top,0,,,,,,,top,top,3,,,,,,,,,,,,medium,skierg_default,,,,,,,0,0,0.24676982839593653,0.009567534620505969,163.32926720717722
8,267,1,0.7282489463686943,166.2921740707792,161.13065101084678,167.13262425353633,142.64485299009687,98.08724975123451,79.51626506905752,-7.70111892589265,0.014796472590557686,-0.0030042536931662867,0.6881615421116567,0.4394645803358464,0.6011627403594709,-0.3472034174269086,-0.32945327993163154,0.05850627037189535,0.04071139044236901,161.13065101084678,142.64485299009687,167.13262425353633,0.5707876148220028,0.7458325646736376,0.30814154584969,0.23245926614273274,-0.17504494985163477,0.07568227970695726,0.016173430119029025,0.0003213709200165017,0.0002824534398544397,79.51626506905752,98.08724975123451,0.07565698531273378,0.07570757410118072,skierg,top,0,,,,,,,top,top,4,,,,,,,,,,,,medium,skierg_default,,,,,,,34,0,0.2324592661427327,0.014745883802110754,163.711412540813
9,300,1,0.7241345820948482,165.73327557203166,161.66121803123468,163.81058728530613,144.76983030975276,100.0024282320101,79.08791962911143,-8.823143462851325,0.016215055435154,-0.0027707870783954566,0.6865647784481794,0.44007172140105033,0.6013305843212675,-0.36445207753728986,-0.34556010229403655,0.05293507685525862,0.040184712029859064,161.66121803123468,144.76983030975276,163.81058728530613,0.5707522657848678,0.7456215105539301,0.309391177017233,0.21574617586920458,-0.1748692447690623,0.09364500114802843,0.01601027410544049,0.0016009507067618878,0.00022862203140389537,79.08791962911143,100.0024282320101,0.0935980675128804,0.09369193478317651,skierg,top,0,,,,,,,top,top,5,,,,,,,,,,,,medium,skierg_default,,,,,,,67,0,0.21574617586920453,0.016121188164857886,163.69724680163318
10,333,1,0.7237999746575952,165.22881898991892,161.9698134859372,160.50387256130617,147.5453357880087,101.29865554652876,77.43876241403383,-10.591968865085414,0.016491511127987395,-0.002592404275132637,0.6844529400759365,0.440886294287346,0.6009317560049023,-0.37775112633620617,-0.3561982843161749,0.04657865227885232,0.03954717791823351,161.9698134859372,147.5453357880087,160.50387256130617,0.5707275845238552,0.7454465677206921,0.3110450040508369,0.20375287919766463,-0.17471898319683687,0.10729212485317227,0.017697740626887414,0.0017057433115678174,0.0006456629128908752,77.43876241403383,101.29865554652876,0.1085265881616279,0.10605766154471664,skierg,top,0,,,,,,,top,top,6,,,,,,,,,,,,medium,skierg_default,,,,,,,100,0,0.20375287919766463,0.01896043774489864,163.59931623792806
11,367,1,0.7220303835347295,164.97072104168737,161.17652728069015,157.85081459307847,148.8425688585519,96.73949777798857,76.62251222988196,-12.854107730313427,0.01456549534443448,-0.002609355852165597,0.6839159718464745,0.44242189920885305,0.5989203764710581,-0.38630223176766054,-0.36308925426460087,0.043446684711382626,0.03894284807909741,161.17652728069015,148.8425688585519,157.85081459307847,0.5707118732518681,0.7451805847871427,0.31413192516583793,0.19601613023573744,-0.17446871153527455,0.11811579493010049,0.017063255783654807,0.002574714414126521,0.0012707086310064805,76.62251222988196,96.73949777798857,0.12113485808333034,0.1150967317768707,skierg,top,0,,,,,,,top,top,7,,,,,,,,,,,,medium,skierg_default,,,,,,,134,0,0.19601613023573744,0.020603621650894105,163.07362416118877
12,400,1,0.7228298950940371,163.93867525801173,160.2263233666989,156.69000909687628,148.16356176757031,95.95192435503031,76.39502779325562,-15.480279787250002,0.012554558297556064,-0.0026356661099008463,0.6848227560237388,0.44466269664762403,0.5951226579377009,-0.3906402588152711,-0.36667448101873856,0.04255097000113536,0.03817778039021715,160.2263233666989,148.16356176757031,156.69000909687628,0.5706966275168848,0.7449581820968754,0.31862876577836335,0.19203925759987991,-0.1742615545799906,0.12658950817848344,0.016295090212719604,0.003797553712787926,0.0013072468822938933,76.39502779325562,95.95192435503031,0.13097728487302127,0.12220173148394564,skierg,top,0,,,,,,,pull_down,top,1,,,,,,,,,,,,medium,skierg_default,,,,,,,167,0,0.19203925759987991,0.02133011168663168,162.0824993123553
13,433,1,0.7219519279897213,162.17019978456395,159.18414392231924,153.65650062298965,144.18081754258364,95.03811804313287,74.73116254640948,-18.715057113818368,0.010206511835484978,-0.0033605353660158353,0.687570697195512,0.44874342669909445,0.5880750201611045,-0.38682151621375616,-0.359796754560954,0.045886876920088866,0.03697504783645332,159.18414392231924,144.18081754258364,153.65650062298965,0.5711420185375916,0.7445304021523238,0.3263448348605973,0.19783288315023656,-0.1733883836147322,0.12851195171036073,0.013608401941376271,0.0052996072290211246,0.0009732257261016388,74.73116254640948,95.03811804313287,0.13524080893601143,0.12178309448471009,skierg,top,0,,,,,,,pull_down,top,2,,,,,,,,,,,,medium,skierg_default,,,,,,,200,0,0.19783288315023656,0.0236642262867863,160.6771718534416
14,467,1,0.7224256182089448,160.66804452882502,158.5488146423536,149.45576460285073,140.18723327776044,93.96425935480217,73.66484822507988,-21.886989428187295,0.009308054997332508,-0.003973888516591798,0.6891059444458567,0.45254988522915546,0.5806489942675264,-0.3818974387586853,-0.35322349231629874,0.047076994577882184,0.03477272816287529,158.5488146423536,140.18723327776044,149.45576460285073,0.5715034760516116,0.7439716957753733,0.33359629440669936,0.2039430105141195,-0.1724682197237617,0.12965328389257985,0.0124828359372534,0.007405752991755566,6.64787633113023e-05,73.66484822507988,93.96425935480217,0.13734928535681093,0.12195728242834876,skierg,pull_down,0,,,,,,,pull_down,pull_down,3,,,,,,,,,,,,medium,skierg_default,,,,,,,0,0,0.2039430105141195,0.02470005792579469,159.6084295855893
15,500,1,0.7261293167248368,159.10691228058872,158.08704161770734,143.93440488115866,135.15229436461743,89.91760286728837,,-25.70011744189406,0.007419131332046317,-0.004501250061969719,0.6890716199911681,0.4592798846089048,0.5681848046474318,-0.37073202244301623,-0.34252583941188186,0.04701094135218022,0.03335418453021162,158.08704161770734,135.15229436461743,143.93440488115866,0.5730371694657673,0.7435538640787145,0.34552259975204225,0.2164082385383182,-0.17051669461294716,0.12911436121372405,0.011989080868687552,0.009344148758586574,0.0014789566636986958,89.91760286728837,89.91760286728837,0.13725726203228322,0.1209714603951649,skierg,pull_down,0,,,,,,,pull_down,pull_down,4,,,,,,,,,,,,medium,skierg_default,,,,,,,33,0,0.2164082385383182,0.02370493296916465,158.59697694914803
16,533,1,0.7243268266320229,157.33726397307524,157.80037427100115,137.15647610980983,129.6384681494238,80.03163186649059,,-30.252055715869886,0.006701112148734992,-0.004993238824044331,0.687830439675,0.46720547718402045,0.5537373913698193,-0.3529505332920688,-0.3272951485667377,0.044349456071889136,0.03205380818766591,157.33726397307524,129.6384681494238,137.15647610980983,0.5748071500974742,0.7431087780741293,0.3596038042705667,0.2346843091680709,-0.16830162797665515,0.12491949510249581,0.012178265222344659,0.011894730781694255,0.002210586152046412,80.03163186649059,80.03163186649059,0.13190001197877177,0.11793897822621995,skierg,pull_down,0,,,,,,,pull_down,pull_down,5,,,,,,,,,,,,medium,skierg_default,,,,,,,66,0,0.23468430916807093,0.020662145901286816,157.56881912203818
17,567,1,0.7234148448333144,154.63287559184556,158.220156234358,130.5672581095603,124.56667601949489,71.90272552681063,,-34.53941982895329,0.008164380968918155,-0.004949853739320775,0.6871246694674773,0.47512034018681876,0.5390975918868641,-0.33329275865767094,-0.31024212691679076,0.03775440786006223,0.030937303646885562,154.63287559184556,124.56667601949489,130.5672581095603,0.5765417851740158,0.7422265197504256,0.37369889519962185,0.2547743423867849,-0.16568473457640986,0.11892455281283693,0.014981793280703457,0.013197437810587732,0.0022896190057655804,71.90272552681063,71.90272552681063,0.12389275132915749,0.11395635429651628,skierg,pull_down,0,,,,,,,pull_down,pull_down,6,,,,,,,,,,,,medium,skierg_default,,,,,,,100,0,0.254774342386785,0.018100778001559348,156.42651591310178
18,600,1,0.7129031047224998,152.44548678219203,157.40249953880203,124.13507415857849,118.8551458617243,65.54223525310204,,-38.676243352132964,0.007292653170109936,-0.004995716760945173,0.6859836192472902,0.4827395277577355,0.5248249782471919,-0.3118886100054269,-0.29182887269520774,0.029831865591390505,0.029882188820632767,152.44548678219203,118.8551458617243,124.13507415857849,0.5779643276063817,0.7411954483879358,0.3875147279090892,0.2761055862560644,-0.1632311207815541,0.11140914165302479,0.015695372791194723,0.013312661905850518,0.002308584704908189,65.54223525310204,65.54223525310204,0.11529482534260678,0.10752345796344277,skierg,pull_down,0,,,,,,,pull_down,pull_down,7,,,,,,,,,,,,medium,skierg_default,,,,,,,133,0,0.2761055862560644,0.015064020549273915,154.92399316049705
19,633,1,0.7031660731881857,150.49952454797938,155.9539032655361,118.12014748922967,112.69201193853121,62.412801779392026,,-42.634182185920466,0.007070149945860904,-0.004924791700645298,0.6854998900097434,0.4910929535473224,0.5094405267774961,-0.2870267359823518,-0.2669922751167029,0.02497197075114239,0.028758472474404353,150.49952454797938,112.69201193853121,118.12014748922967,0.579568437997591,0.7402409579078669,0.4026174690970538,0.30255893244806353,-0.16067251991027598,0.10005853664899028,0.015616161810682079,0.01326885067718214,0.001550222019153522,62.412801779392026,62.412801779392026,0.10407829625856159,0.09603877703941895,skierg,pull_down,0,,,,,,,pull_down,pull_down,8,,,,,,,,,,,,medium,skierg_default,,,,,,,166,0,0.30255893244806353,0.015109669165003559,153.22671390675774
20,667,1,0.7084273248910904,149.3641808177615,154.34456359808917,112.24810242202342,106.31848148404347,61.572135766413716,,-46.42569683803215,0.006500229038880109,-0.004860497527817617,0.685456869175173,0.49995891603218534,0.4932785011167484,-0.2573490220050114,-0.22711527768803233,0.02918905548771053,0.02736385454784024,149.3641808177615,106.31848148404347,112.24810242202342,0.5814918880067498,0.7395464063782866,0.4184259440576209,0.33925973816022786,-0.15805451837153683,0.07916620589739304,0.015243318924067982,0.013208992114502726,0.00036907397517662677,61.572135766413716,61.572135766413716,0.08860271477253372,0.06972969702225233,skierg,pull_down,0,,,,,,,pull_down,pull_down,9,,,,,,,,,,,,medium,skierg_default,,,,,,,200,0,0.33925973816022786,0.02537324678916153,151.85437220792534
21,700,1,0.6979962587356567,147.85290318514586,152.9115416967151,106.92555704733014,101.29641803738792,60.30606708144826,,-49.84568045640129,0.005689281092662018,-0.0047732167706533,0.685586609480476,0.508280825274657,0.47822531036943605,-0.22523498019297591,-0.19641470958153248,0.025941998043808315,0.025507593937415078,147.85290318514586,101.29641803738792,106.92555704733014,0.5833608920982764,0.7390220488428695,0.43320075845103767,0.37253604721102207,-0.15566115674459313,0.0606647112400156,0.014590680283172616,0.01349157890509677,4.226459495170238e-05,60.30606708144826,60.30606708144826,0.06984359761407961,0.0514858248659515,skierg,pull_down,0,,,,,,,pull_down,pull_down,10,,,,,,,,,,,,medium,skierg_default,,,,,,,233,0,0.3725360472110222,0.024047053840790145,150.3822224409305
22,733,1,0.7071947790682316,146.48051913991182,151.7309557273894,102.20237778528934,95.74280379205645,58.74683944782785,,-53.14611020108908,0.007499788001504408,-0.004133845921518194,0.6858228946195727,0.5162594591857074,0.4638997677070649,-0.19022206828373286,-0.15616943651661855,0.030740298327510854,0.02348269242970003,146.48051913991182,95.74280379205645,102.20237778528934,0.5850826914786914,0.7388997946343305,0.4474362268927232,0.4118869390785158,-0.15381710315563912,0.03554928781420741,0.01613634212011136,0.013309162211928703,0.00036690104372894726,58.74683944782785,58.74683944782785,0.0467587867362533,0.024339788892161585,skierg,pull_down,0,,,,,,,pull_down,pull_down,11,,,,,,,,,,,,medium,skierg_default,,,,,,,266,0,0.41188693907851576,0.029918785845596152,149.1057374336506
23,767,1,0.7168199606239796,144.7487346877597,151.10839404318747,98.32180430984224,90.90147858494674,58.215937980765375,,-56.24002671594198,0.008998790895432105,-0.0033562872751417517,0.6859484131849991,0.5236236052408542,0.45060935141854624,-0.15783138867755886,-0.12480522881123399,0.02995478370027013,0.021800250533048703,144.7487346877597,90.90147858494674,98.32180430984224,0.5866185003081482,0.7389896214735747,0.46062871017356005,0.4453001915637517,-0.1523711211654265,0.015328518609808328,0.01842878779275224,0.012446613519250258,0.0009426809382592132,58.215937980765375,58.215937980765375,0.02566405945768387,0.004992977761932848,skierg,pull_down,0,,,,,,,pull_down,pull_down,12,,,,,,,,,,,,medium,skierg_default,,,,,,,300,0,0.4453001915637518,0.02966987259118309,147.9285643654736
24,800,1,0.71906569134444,143.083279179358,150.72038322900733,95.40247156687371,87.51949238623699,57.86000173394101,,-58.619559350446124,0.010227837655936283,-0.002741975253602811,0.6861870560896995,0.5290788814342611,0.4406012634487146,-0.12640467769977695,-0.09776959230569932,0.02589601623095425,0.020865462209640494,143.083279179358,87.51949238623699,95.40247156687371,0.587748047025748,0.7391041460706166,0.4704097158427742,0.4756609120230098,-0.15135609904486858,-0.005251196180235618,0.02070450117547115,0.011054498287629708,0.00223989472454947,57.86000173394101,57.86000173394101,0.002581440062033674,-0.01308383242250486,skierg,pull_down,0,,,,,,,pull_down,pull_down,13,,,,,,,,,,,,medium,skierg_default,,,,,,,333,0,0.4756609120230098,0.025893110140474795,146.90183120418266
25,833,1,0.7241148110479116,141.24549526897843,150.46393607998004,92.1371819918163,84.43215072493349,56.19176896959353,,-60.453134996538736,0.011515725472589524,-0.0016771273570079465,0.6869972098076901,0.5330576227473888,0.4324181497061341,-0.09187998226480022,-0.06850109073138345,0.022174094285029998,0.021712290865424262,141.24549526897843,84.43215072493349,92.1371819918163,0.5883619504892654,0.7388704527551183,0.4777532950055123,0.5081714139911736,-0.15050850226585288,-0.030418118985661324,0.02350514839557092,0.00843041512120989,0.005112288675686273,56.19176896959353,56.19176896959353,-0.02532509963375168,-0.03551113833757098,skierg,pull_down,0,,,,,,,pull_down,pull_down,14,,,,,,,,,,,,medium,skierg_default,,,,,,,366,0,0.5081714139911736,0.021701764176408844,145.85471567447922
26,867,1,0.7228152845054865,140.56455612931003,150.88458192756846,89.92908574235683,82.2773296998621,57.01205745468594,,-62.074146697794156,0.011411988435605688,-0.0018182714564500915,0.6877460125623253,0.5351749603964769,0.42658558087780424,-0.055513802154666544,-0.03855803053932863,0.015390046609653504,0.022667329131738478,140.56455612931003,82.2773296998621,89.92908574235683,0.5874047263176042,0.7385184549851899,0.48294519447534984,0.5403688099706065,-0.15111372866758566,-0.05742361549525671,0.02584692002777466,0.006502052705824436,0.0071474507644270525,57.01205745468594,57.01205745468594,-0.055560859633615636,-0.05928637135689777,skierg,pull_down,0,,,,,,,pull_down,pull_down,15,,,,,,,,,,,,medium,skierg_default,,,,,,,400,0,0.5403688099706065,0.015137500158887818,145.72456902843925
27,900,1,0.7217175494879484,140.28990940063935,150.44044514919364,88.90691313077409,80.87699446813915,60.458932252168744,,-63.176307265067216,0.011451253967403523,-0.0025631423927462605,0.6891961953260357,0.5363317167229485,0.42293041561663064,-0.023573502473593896,-0.011669807366840068,0.009341100824306286,0.023581473961478486,140.28990940063935,80.87699446813915,88.90691313077409,0.5862749817205205,0.7379807429002646,0.4863884517253766,0.5686533268003036,-0.1517057611797441,-0.08226487507492697,0.027539615329126098,0.002261947410861807,0.008574834573144887,60.458932252168744,60.458932252168744,-0.08332022570162496,-0.081209524448229,skierg,pull_down,0,,,,,,,pull_down,pull_down,16,,,,,,,,,,,,medium,skierg_default,,,,,,,433,0,0.5686533268003036,0.009340552714007577,145.3651772749165
28,933,1,0.7183581190183759,140.1721560692957,150.33717263565634,88.8834880154022,79.82718589544064,65.22962110117162,,-63.8150414787684,0.010170328653126682,-0.003184812300848004,0.691346164173891,0.5367227642856889,0.42078150058708724,0.0039989282717146635,0.010724146157045892,0.0040067832051952305,0.024129623021615147,140.1721560692957,79.82718589544064,88.8834880154022,0.5851136963112707,0.7374208008284806,0.48833183226010707,0.592475233525651,-0.15230710451720986,-0.10414340126554394,0.029096207008195606,0.0010341448289344028,0.009082672153561525,65.22962110117162,65.22962110117162,-0.10745836279986569,-0.10082843973122223,skierg,pull_down,0,,,,,,,bottom,pull_down,1,,,,,,,,,,,,medium,skierg_default,,,,,,,466,0,0.592475233525651,0.0035404055844832083,145.25466435247603
29,967,1,0.716988873668015,141.01198989963194,151.19093956959,89.75472292706111,77.31145999281622,70.31641355937715,,-63.93795825623529,0.008214401812535346,-0.0036583931446043556,0.6939273497099088,0.5363618652214059,0.42026329520117656,0.025740185135267,0.030062772427736792,0.0030702566295616753,0.025012642936767377,141.01198989963194,77.31145999281622,89.75472292706111,0.5841923546870783,0.7367337913414507,0.48853137575573374,0.6120938334685802,-0.15254143665437236,-0.12356245771284641,0.03078798812545971,0.005315185097374397,0.009423485575900612,70.31641355937715,70.31641355937715,-0.12733756154518147,-0.11978735388051155,skierg,pull_down,0,,,,,,,bottom,pull_down,2,,,,,,,,,,,,medium,skierg_default,,,,,,,500,0,0.6120938334685802,0.000664194147865449,146.10146473461097
30,1000,1,0.7159363022074103,141.98385522882563,151.96851670402665,91.50605503770048,75.9694623902237,78.68752036976281,,-63.55872770554242,0.005365069725629195,-0.004122309367765169,0.6965085413769565,0.5351496007986948,0.4206437474695975,0.045075143429490816,0.04536105151790264,0.005220793026462188,0.027743130866352435,141.98385522882563,75.9694623902237,91.50605503770048,0.5834269824021097,0.7357960521871137,0.4868722191952798,0.6286450798758064,-0.15236906978500409,-0.14177286068052664,0.032417089190314184,0.009315414852954916,0.010486951395818223,78.68752036976281,78.68752036976281,-0.1463735961830179,-0.13717212517803537,skierg,bottom,0,,,,,,,bottom,bottom,3,,,,,,,,,,,,medium,skierg_default,,,,,,,0,0,0.6286450798758063,0.003836401279353363,146.97618596642616
